state_date,state_step,factor_1,factor_2,prediction_date,target_quarter,stage,cutoff_month,fallback_used
,163,2.237664477564996,-0.11995550343561973,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,164,1.8189330752927637,-0.11224467725825137,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,165,3.1724844821704257,-0.12597260497277102,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,166,2.601098457147552,-0.11793229793317885,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,167,2.11978301174445,-0.11036034838374362,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,168,4.123114101533153,-0.13293712542331376,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,169,3.382710458606934,-0.12447105975209588,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,170,2.757005082933459,-0.11648059319091929,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,171,2.358868888997722,-0.11040757491783496,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,172,1.9218108283681101,-0.10331888064628521,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,173,1.564848064739208,-0.09668227663652833,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,174,7.158753984121646,-0.16330271827231144,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,175,5.891666838352115,-0.1529927656617324,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,176,4.803905328439477,-0.1431776179914773,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,177,5.4524465743387625,-0.15304601137892798,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,178,4.455906189168058,-0.14326205510269607,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,179,3.6297722352337063,-0.1340626914681282,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,180,4.483784072416482,-0.14436588852949067,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,181,3.667042556018007,-0.13513909702056673,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,182,2.9874701627373743,-0.126461495145854,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,183,1.9901891343917022,-0.11286333319595879,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,184,1.6156589539432857,-0.10559986239779592,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,185,1.314920812236219,-0.09881554623746618,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,186,7.026759570893004,-0.16618541476093018,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,187,5.784958472496985,-0.155692471522535,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,188,4.717109258737523,-0.14570405663762817,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,189,-10.80171171132413,0.04488558461496775,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,190,-8.951559619913402,0.04245025554540628,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,191,-7.3056327145752515,0.0397546981640841,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,192,-6.861022450277326,0.04847770238185184,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,193,-5.596123657517996,0.04539168670723461,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,194,-4.5573850761115855,0.04247783924750941,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,195,-18.077325762896834,0.21755909963284273,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,196,-14.872388048471098,0.20402343198305098,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,197,-12.125962198317188,0.19094838409329312,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,198,-16.244030782294626,0.25751551418227786,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,199,-13.294166479128586,0.2411686348868089,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,200,-10.831506134919575,0.2256904196173769,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,201,-7.864418213127552,0.19937083042124754,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,202,-6.3929354321134895,0.18653477330722282,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,203,-5.203903331418797,0.1745503841542555,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,204,2.0571497442032207,0.0854400539898233,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,205,1.7424215773401772,0.07975909549137977,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,206,1.4261421158170813,0.0746221893841966,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,207,1.7251278318996484,0.06285785817594004,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,208,1.4107049217047605,0.05880278951737814,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,209,1.1492543823127,0.05502429224500298,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,210,-9.365693792814604,0.17898657826054903,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,211,-7.73588718449237,0.1678042806658015,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,212,-6.310694565904243,0.15704713439727447,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,213,-0.08187122079277387,0.08436526974668877,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,214,-0.012562412254714203,0.07879129889445516,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,215,-0.004227965362071956,0.07371921220326406,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,216,-3.5917290845152796,0.1134019182712695,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,217,-2.9627511865643354,0.10622712639515204,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,218,-2.416487838821568,0.0994111306353325,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,219,-1.4824412440241406,0.0870170293465348,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,220,-1.2018258367618082,0.08141253785613127,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,221,-0.9779362865469126,0.07618184142743559,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,222,0.7041404627263769,0.05271956566704193,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,223,0.5893993139183238,0.04928713327717238,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,224,0.48166548599278464,0.046117889731779486,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,225,-0.8743211696051845,0.05883241663355382,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,226,-0.72542310991357,0.05509196528566583,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,227,-0.5921328199537482,0.051555754058796276,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,228,-0.42174773735255916,0.04749509256792737,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,229,-0.3427498347239455,0.04444233273227911,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,230,-0.27899167707738604,0.041587381833754794,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,231,0.9676269657942487,0.024128784839607176,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,232,0.8006427406579922,0.022542278293413667,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,233,0.6532924606532002,0.021091685634013403,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,234,2.1482812764798225,-0.00026665243263046187,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,235,1.7664503418918556,-0.00029898695001305997,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,236,1.4401413520040092,-0.00028323722335145613,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,237,-0.23997108188506888,0.017219415804806026,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,238,-0.21050976264233515,0.016156507505015516,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,239,-0.17307186758748352,0.01512168815555665,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,240,1.1309415545662953,-0.0015929642455417038,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,241,0.9344182436941423,-0.0015295430335257423,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,242,0.7622999534767884,-0.0014340088975697547,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,243,-4.261953584596848,0.05908992911889158,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,244,-3.5223702099179377,0.05544357840559349,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,245,-2.8736663766792456,0.051892511704048155,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,246,-2.3620099944309216,0.04882805836422558,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,247,-1.9234159869417398,0.0456922260442357,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,248,-1.5660493358501986,0.042757164664952815,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,249,-0.37313136789962476,0.028847846757103803,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,250,-0.2941242963232893,0.026967164825847406,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,251,-0.23839850815317454,0.025232958819218377,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,252,-2.384430110000101,0.05072219556649201,2022-01-01,2022-Q1,Mid,2022-02-28,full_ar1
,0,4.1806176083986974,0.6521079826398848,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,1,3.4976825273023957,3.2006470363711745,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,2,4.376513117846279,0.24987704674022043,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,3,4.692515516322782,0.44934699113849896,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,4,5.093854028354552,0.0968753368845569,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,5,3.0383254988183994,1.120360228534422,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,6,2.809716090202998,5.272133221330571,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,7,5.543377770466082,-0.3116473229452092,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,8,5.976561464650102,0.4251085791647333,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,9,7.359421831975824,-1.6430151835964688,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,10,6.688558045477377,0.4540754077477341,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,11,5.045101530547931,-0.6311101675316466,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,12,4.3653946350041375,2.613519026707182,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,13,5.114770103185671,-2.6378259465808247,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,14,6.202558414808078,-1.059133494460589,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,15,6.660133699643325,0.5308545337721144,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,16,8.578567325045306,-0.26072449157525307,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,17,9.010316006237503,-3.947500931707971,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,18,9.995347824578356,-4.144520533891383,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,19,6.179159271782706,-0.22946963270993642,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,20,4.6611052460272635,-0.4140002611323389,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,21,6.419470027014814,-2.7897279961079575,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,22,6.952458548998517,-2.3663992166351333,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,23,8.077732770424939,-1.8170008123176697,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,24,9.987558107889473,0.7500036148392133,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,25,7.8716138783277705,1.1029026073202715,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,26,7.1026322264892805,0.11858328699236595,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,27,8.081873987560941,1.5455792124167589,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,28,6.494923605468362,-1.4131281382226986,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,29,5.598062877916674,0.7084913945859113,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,30,1.8170795794349108,-3.2348639961920616,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,31,4.4100274677564135,-6.3535321374111,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,32,4.561195580723029,-6.181848003120058,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,33,2.3168082944876907,-0.7053446071884675,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,34,2.1779842981240938,-6.061553107668577,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,35,1.4431109924533105,-0.4971872894304866,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,36,0.6691190781002386,-3.697931794781302,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,37,0.6824629671709248,-2.725110671685931,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,38,0.16217425633406335,-1.0490314504897256,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,39,-1.9921414779998945,-4.318549977485558,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,40,-3.3208235226287637,-1.9181155699908823,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,41,-2.4306644618350246,-4.293158248064703,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,42,-4.000318582777251,-4.791888390020953,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,43,-7.524511289488127,0.3042352023092194,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,44,-7.117125035494226,-0.8731904467246516,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,45,-7.399208461561792,3.3403642275773047,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,46,-7.502757948289936,4.4933048175578785,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,47,-6.385554893006459,0.7490253677030101,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,48,-6.347603509254756,-0.7554496967657096,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,49,-4.3159023889799855,0.713052671853819,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,50,-2.8637333047826017,1.8932452753395805,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,51,-2.6021676347826572,-0.0358524416944328,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,52,-3.647728666262535,2.118855413576483,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,53,-3.0968799478478175,0.8924395133091354,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,54,-7.058682331583543,2.875696414767284,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,55,-6.870468579595152,1.4464558876199325,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,56,-5.1738309007424865,1.681392607505782,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,57,-3.924269234348396,-2.9343809528881315,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,58,-2.9229912676284684,-2.5222483208583775,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,59,0.29787887201125773,-2.6079100066820895,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,60,-0.7180477111536644,-3.5936111532699337,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,61,0.13883596186413563,-5.122779237106222,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,62,1.3192345301143142,-3.5003544087101486,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,63,-1.2635167642840928,0.4996139413608329,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,64,0.4147785723348713,-3.2700518876610025,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,65,-3.2925944664734725,-1.026806192376808,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,66,-0.6111474285227496,-3.316827600755908,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,67,1.2248281747767287,-5.222327175721519,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,68,5.391289561980837,3.0467518213403753,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,69,11.794786647665912,6.977389312150686,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,70,11.724431026081815,4.570692510274693,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,71,9.759893516589122,3.2735074556331822,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,72,8.163626136241222,4.359560370694659,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,73,6.433050374046667,3.6825943625419115,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,74,4.9342370400669475,2.1851295995360904,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,75,3.562291762046879,4.284754355786053,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,76,2.13738828392995,5.800484135082046,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,77,1.8009190526162169,5.920087720562239,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,78,-0.964411162953672,7.936002646411463,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,79,-1.976661811142316,6.162020155877363,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,80,-3.8692875006861973,1.2323141247016376,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,81,-11.582950943235037,-5.818759356320804,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,82,-10.471192088632517,-1.0820998101107202,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,83,-8.012277752577111,2.087017999361907,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,84,-7.048874947766872,2.142458761485439,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,85,-7.909154023160349,5.160989034255763,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,86,-6.901571601784378,3.905385788687875,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,87,-5.317123137378363,1.2359573390951324,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,88,-3.50495647351843,-4.640121600453503,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,89,-4.623242090779226,-1.6006305167821997,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,90,-5.151498876569916,-5.156409850744884,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,91,-6.577291853770788,0.326358381783292,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,92,-10.017460882162531,5.06658316864191,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,93,-12.054224320214441,2.768985938607488,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,94,-12.386226248641535,1.6279036687593553,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,95,-12.209759104322789,0.965183036627558,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,96,-11.073899044471235,0.9922675031043173,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,97,-10.426541337835808,0.5940147898863736,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,98,-9.724182521831665,0.3527185634820718,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,99,-5.210051856091269,2.066190238282469,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,100,-4.523876521919574,1.2443376429851531,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,101,-3.976957398083536,0.739233245354685,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,102,-7.52773150485814,-1.117020980589299,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,103,-7.0897984827978,-0.6786366743502841,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,104,-6.61355856969381,-0.40344929270825175,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,105,-1.81991823290193,1.3700113230755149,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,106,-1.4248238735437504,0.8294175566777409,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,107,-1.1456225616439177,0.4929485062843456,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,108,-2.596856867115279,-0.31776197196710027,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,109,-2.4158997839949214,-0.1948199543954898,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,110,-2.2346589744201233,-0.11590503823318404,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,111,-2.4479412947479813,-0.21222780010168568,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,112,-2.272929408079453,-0.12740278101570385,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,113,-2.0995678046450648,-0.07566739075732878,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,114,-4.362739077045731,-0.9401898847068639,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,115,-4.156940182636352,-0.5670778913870942,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,116,-3.908165879609025,-0.3369299049783908,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,117,-7.011433014801833,-1.4413840213904505,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,118,-6.6759185511723835,-0.8680263966407593,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,119,-6.273402357623967,-0.5156737048089362,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,120,-4.0178657454635704,0.3663007119253939,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,121,-3.6195249753737104,0.22426250211893994,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,122,-3.271964808275431,0.1334063834745771,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,123,-6.869637557181131,-1.3590163349984512,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,124,-6.520376102529884,-0.8211758625403585,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,125,-6.114352884247858,-0.4879739879332775,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,126,-5.69666303053943,-0.29324672331963014,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,127,-5.268833898067439,-0.17403862257653577,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,128,-4.853739878852009,-0.10326844933712334,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,129,-5.8472928101168815,-0.5727247338977444,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,130,-5.449255702933122,-0.3450913083375739,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,131,-5.046503190378142,-0.20501950441073255,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,132,-2.5814207485167087,0.6414567841418322,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,133,-2.2460084324547855,0.38846277888869113,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,134,-1.9776172252821493,0.23088116090519556,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,135,-3.448730904446351,-0.4859963327189543,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,136,-3.230921586195934,-0.29477767729853277,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,137,-3.0029951066484735,-0.17522198463886562,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,138,-4.224193682091891,-0.6374605591522138,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,139,-3.976213343837283,-0.3837299733208825,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,140,-3.7077036965914356,-0.2279570671891932,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,141,-2.8032237842898873,0.097464193028795,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,142,-2.5486911671481636,0.060224969800494854,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,143,-2.3194679391129602,0.035852188774521614,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,144,-2.19497951674097,-0.009174681022101921,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,145,-2.0056528344715976,-0.005756915929144692,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,146,-1.8318263748104797,-0.0034312492629710914,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,147,-4.9455535072680235,-1.2076696328112073,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,148,-4.735819091219849,-0.728981544000927,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,149,-4.467174370825202,-0.4331527592817448,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,150,-4.351194122155503,-0.3232488747746982,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,151,-4.044741880822588,-0.19248373231131455,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,152,-3.7392195210892423,-0.11424448567640959,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,153,-6.994203334807895,-1.3757039542910312,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,154,-6.643936473169053,-0.8297378996860582,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,155,-6.233573140888043,-0.49298858289867525,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,156,-5.1505562970307786,-0.053427604127866485,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,157,-4.7284754168679415,-0.029242520683204164,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,158,-4.333169221417302,-0.017230526415739102,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,159,-8.44406673187438,-1.6597945071439397,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,160,-8.01707844275874,-1.0018194765660169,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,161,-7.519315749110247,-0.5952663389123906,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,162,-4.978415486850276,0.38932385966205313,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,163,-4.492421301470496,0.23864585851454256,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,164,-4.066068677334547,0.14197625117946966,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,165,-4.149238684520829,-0.08554385466986798,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,166,-3.8028610911352176,-0.05250416572732374,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,167,-3.480802197116319,-0.031239235793116975,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,168,-4.378578734203628,-0.45892814232569534,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,169,-4.080964483847281,-0.2768386245844555,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,170,-3.779626885316068,-0.1644856373334838,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,171,-3.235385419660411,-0.005594917263488319,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,172,-2.9588521882813352,-0.0023734793315744415,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,173,-2.7040700490694727,-0.0013618873363681256,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,174,-6.036022910130638,-1.3143650000769218,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
,175,-5.7517536619424465,-0.7934000738335365,2022-04-01,2022-Q2,Mid,2022-05-31,full_ar1
